ID,ra,dec,zDLA,NHI,SNR_FOREST,status,SiII1526_sigma,SiII1526_dv,SiII1526_3sigUL,CII1334_sigma,CII1334_dv,CII1334_3sigUL,OI1302_sigma,OI1302_dv,OI1302_3sigUL,AlII1670_sigma,AlII1670_dv,AlII1670_3sigUL,n_lines_ok,solo_hits,pair_hit,detected,candidate_metalpoor,max_3sig_UL,MH
39628057190859746,129.88748153666867,11.201830416536476,2.4645490696519654,20.479943950806305,5.649798944062773,ok,13.25531703602873,50.0,0.1295543975457609,19.736354649761502,0.0,0.11772369560422359,25.9954403195225,50.0,0.0696888335127566,13.13077670147035,50.0,0.14236058060955367,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.14236058060955367,-1.1
39628480366775997,155.4856517832664,30.02790448703336,2.947833553477797,20.481754041816547,22.722128387624647,ok,16.326943299229388,100.0,0.045694269676654575,39.23441485535919,100.0,0.034777475457984625,24.104529139507246,100.0,0.032403117029909695,17.493421916441598,100.0,0.04125934250251163,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.045694269676654575,-2.11
39633009950852542,152.17180628978025,36.3887074023669,2.7983419955073274,20.529974023973768,23.19516554840772,ok,22.951620134632414,0.0,0.04052151836624322,106.69343914267247,0.0,0.01805531986379092,110.71287581845115,250.0,0.019616819025678616,58.87579775536798,100.0,0.031357155778416745,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.04052151836624322,-1.62
39628526546061698,123.16952553840385,32.13571579953545,2.6261625585831765,21.27904859356301,10.577458392409577,ok,42.01192271022309,0.0,0.04538301370536861,50.34805667266097,-50.0,0.03740416397266194,38.9377489193673,0.0,0.04257644290478432,48.09678209189541,0.0,0.04016899087679757,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.04538301370536861,-0.87
39632994922662392,126.41718944000772,35.737289447105645,3.6564306466492655,20.437900703118903,9.314503060940456,ok,35.070851504726576,0.0,0.05118178449934524,45.43595404365581,0.0,0.04256070958027483,37.10566632383999,500.0,0.03928595727671669,33.82006968617622,-50.0,0.04734259703489253,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.05118178449934524,-1.83
39628476264746128,233.9741695240875,29.720465633462812,3.763587543748804,20.79616613584041,6.925545435038357,ok,5.8035743741046435,-50.0,0.09293298617474507,14.162954742944912,-150.0,0.08162628354987822,6.782277503285423,-150.0,0.06552943863980012,5.544799125126145,-100.0,0.07569019068084969,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.09293298617474507,-1.97
39628523018653064,235.47278961126875,31.89149904889498,2.443263773795192,20.851646239978557,27.14435393585767,ok,,,,,,,,,,,,,0,,False,False,False,,-1.49
39632971027713774,189.6705643122561,34.617612215565885,2.4709957296578446,20.781822171854245,23.10566574393652,ok,23.780934032242875,0.0,0.04197429726517453,31.114057675696568,350.0,0.03128534426383796,33.73463960453193,500.0,0.03145121791527769,18.54085465425981,0.0,0.03933238428573948,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.04197429726517453,-2.04
39628060407896588,325.37244777838606,11.332857259877194,2.4296985153622788,20.499660425019584,8.438373183104506,ok,5.182396625067065,-300.0,0.09442903142784177,6.581491441835821,-300.0,0.100820753560971,9.058770266220268,-300.0,0.07701002832109678,2.2329613826636705,-300.0,0.12586710497172476,4,"SiII1526,CII1334,OI1302",True,True,False,0.12586710497172476,-1.92
39627580415935116,24.755853178030616,-8.41223446720267,2.678149372042581,20.675807159407974,9.375065255517782,ok,18.51368467266317,0.0,0.08608113580942235,52.51002245412541,-50.0,0.032775481429091244,34.699827727538036,-50.0,0.055946216729113776,28.63350370021364,-50.0,0.06377151801410433,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.08608113580942235,-1.15
39627766974382248,21.752877285109484,-0.7664298135708846,3.728325700939097,21.212694512472705,17.549899437398583,ok,23.798725533381706,0.0,0.03665948882804661,47.60149887981304,0.0,0.02422556584969137,57.21266200247368,-50.0,0.02124546276390149,15.070570424965805,50.0,0.02437045840111573,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.03665948882804661,-2.42
39627803582269719,43.8274083168017,0.8132055503904281,3.9120033233285794,21.34296884592292,10.595665682035866,ok,12.016359808165944,100.0,0.06296028544051757,10.918176721376355,150.0,0.05212307573726954,18.88825238710786,150.0,0.05125442815399443,18.184568031688137,200.0,0.04561497135986138,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.06296028544051757,-1.73
39627984105114814,34.738993134712786,8.290929681327752,2.292672624960848,20.35913442666288,31.722969241662195,ok,133.34057167555562,50.0,0.017031587986566822,92.79656749480817,100.0,0.02827124737283984,81.3512009328995,0.0,0.029045829828420775,119.19380825073911,50.0,0.023083290601927355,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.029045829828420775,-0.61
39627784783397841,3.2756321645365314,0.0755403940460111,2.022946869987189,20.76810741680329,6.502990034446968,ok,11.316643210989305,200.0,0.07370569473538487,11.937620465303404,200.0,0.08464082000733539,10.814266393085672,200.0,0.07228609884762238,16.70095815480537,200.0,0.06106447177532118,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.08464082000733539,-1.16
39628061490021911,30.94440440892143,11.579280374994124,3.3869575538328927,21.188223240784936,8.626215937058276,ok,26.770850098044455,-50.0,0.0732914721862853,17.625478322680213,50.0,0.11800066915582821,35.84273902608432,0.0,0.053204225784951265,18.26538974111094,-50.0,0.07654135469910305,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.11800066915582821,-1.2
39627772607341892,357.741154807568,-0.8694126741135,2.6150979296061783,21.19026256936124,23.56407720037848,ok,32.92443275440893,-450.0,0.0316337392935529,131.06109866442603,0.0,0.017999967491836463,47.85232969494021,-50.0,0.032995907639595846,29.322134113628167,-50.0,0.0325482562662741,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.032995907639595846,-0.64
39627790407960053,338.53748783357804,0.0004734771830484,2.0660505336947432,20.33798660438512,50.509014027998965,ok,91.28728793180318,-50.0,0.020518714799893183,171.87477294245494,-100.0,0.013306652513970021,72.67730951624155,-50.0,0.023921515718727145,263.05361763470034,0.0,0.010457851431174664,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.023921515718727145,-0.61
39627615404819586,327.82083842486816,-7.131487352685804,2.3273547645638657,20.30196055230321,8.831731755107775,ok,11.276978220655042,0.0,0.08881180250994364,15.048227255679349,0.0,0.09138727801693436,19.011893407149323,0.0,0.055154030795078406,7.308080201213863,50.0,0.10929362849652477,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.10929362849652477,-1.6
39628096390827710,356.6177809776684,12.81606696094934,2.4300496745240965,20.37004550210132,37.31016722445971,ok,97.4815296795581,50.0,0.021143284052090056,264.562876268509,50.0,0.010051911417364657,158.2669591600496,50.0,0.010971868277346121,91.2579385295589,50.0,0.022319539171405667,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.022319539171405667,-0.58
39628131639756377,355.9692878830577,14.170721571297571,2.6758541565114924,20.537018489959173,14.064435177499917,ok,9.269063414077841,100.0,0.06778695811454892,13.206109886192086,50.0,0.05701450792539409,14.721102181549544,50.0,0.039095044462692345,8.659752555102207,100.0,0.05967378553070085,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.06778695811454892,-1.97
39628354189529895,1.9109295646904607,24.290232071908992,3.840148619203623,21.126491530719036,9.461037990447853,ok,16.38948157085756,-50.0,0.04194629551286792,27.550821757591752,-50.0,0.03697316184166073,17.577210749002358,400.0,0.03818560147580575,14.722536441787105,-100.0,0.04144943055282353,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.04194629551286792,-1.52
39628440931930787,350.92041699077,27.96700052690461,3.682898187748366,20.595525593153567,6.352019128870557,ok,3.810920403108915,150.0,0.07334859311277617,78.2215347157232,100.0,0.03878415750918375,14.900686563896516,-200.0,0.14511179226884113,7.7885091906301485,100.0,0.0786865034851175,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.14511179226884113,-2.54
39627749408637065,54.75410907419416,-1.5548909430640208,3.063181007900902,20.956758151438837,13.124803078648576,ok,33.24334512934435,-50.0,0.0485695100437651,38.36166302299441,-100.0,0.05061465235921525,30.443142593894695,-50.0,0.04298225320111784,39.96123304259351,-50.0,0.042845994427184494,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.05061465235921525,-1.49
39627703661364092,207.31941769571984,-3.621013383484738,3.7364959703544782,20.51057420030013,11.700385416787576,ok,7.681255569251755,0.0,0.04935181769376522,20.124582396506426,-50.0,0.035156308344116156,116.56969375509914,-150.0,0.015670339250852504,9.05121672743323,-100.0,0.04988291508156539,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.04988291508156539,-2.28
39632940757420854,184.38559091896624,33.09389810204176,1.9974003031308856,20.671260705487445,29.254499985871,ok,34.20728093382509,150.0,0.029695050296936684,23.48054376571139,150.0,0.05297489932046552,17.046242234227527,150.0,0.05329799360503602,32.26981331912118,150.0,0.03436233612802794,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.05329799360503602,-1.43
39627497649736939,54.48104799170508,-12.067929084518603,3.17969429759655,20.48110068110009,5.922910953022134,ok,2.9304584485346963,-50.0,0.13080299408793605,1.6731499821356182,-50.0,0.7728077013294246,11.618922604535788,50.0,0.07723128244537478,4.6513809489369775,450.0,0.1348196933545231,4,"OI1302,AlII1670",False,True,False,0.7728077013294246,-2.39
39627645121466614,309.1762163317817,-5.883410259940822,2.280323368638016,21.171282540270457,12.694903158631936,ok,11.741001008041618,0.0,0.06382499411849848,15.225411934119796,0.0,0.06564594500624493,77.10889820536255,-100.0,0.03763086262866451,13.148765147355313,0.0,0.0571706887739785,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.06564594500624493,-1.81
